t	Yt	Ft	St	Yt*	|Yt-Yt*|	Yt-Yt*	(Yt-Yt*)^2
---------------------------------------------------------------
79 	9.04 	6.46 	0.52 	4.73 	4.31 	4.31 	18.58 	
80 	4.33 	5.92 	-0.22 	6.98 	2.65 	-2.65 	7.01 	
81 	1.61 	4.07 	-1.36 	5.70 	4.08 	-4.08 	16.68 	
82 	2.41 	2.58 	-1.45 	2.70 	0.30 	-0.30 	0.09 	
83 	0.84 	1.02 	-1.53 	1.14 	0.30 	-0.30 	0.09 	
84 	1.87 	0.44 	-0.86 	-0.51 	2.38 	2.38 	5.66 	
85 	8.49 	3.14 	1.63 	-0.42 	8.91 	8.91 	79.38 	
86 	8.41 	6.23 	2.65 	4.77 	3.63 	3.63 	13.19 	
87 	7.68 	8.40 	2.31 	8.88 	1.19 	-1.19 	1.43 	
88 	2.70 	7.51 	0.07 	10.71 	8.01 	-8.01 	64.15 	
89 	4.29 	6.26 	-0.85 	7.58 	3.29 	-3.29 	10.83 	
90 	9.00 	6.85 	0.15 	5.41 	3.59 	3.59 	12.88 	
91 	3.16 	5.47 	-0.92 	7.00 	3.84 	-3.84 	14.77 	
92 	0.65 	2.99 	-2.01 	4.55 	3.90 	-3.90 	15.21 	
93 	8.73 	4.08 	0.16 	0.97 	7.76 	7.76 	60.17 	
94 	6.59 	5.18 	0.82 	4.24 	2.35 	2.35 	5.53 	
95 	0.52 	3.80 	-0.72 	5.99 	5.48 	-5.48 	29.98 	
96 	9.75 	5.75 	1.15 	3.09 	6.66 	6.66 	44.33 	
97 	3.41 	5.50 	0.17 	6.90 	3.49 	-3.49 	12.20 	
98 	0.16 	3.47 	-1.37 	5.67 	5.51 	-5.51 	30.39 	
99 	6.37 	3.81 	-0.18 	2.10 	4.27 	4.27 	18.24 	
100 	4.30 	3.90 	0.01 	3.63 	0.68 	0.68 	0.46 	
101 	 	  	  	 3.91 	 	  	  	 

---------------------------------------
Alpha: 0.40
Beta: 0.70
ME Error: -0.13
MSE Error: 15.86
RMSE Error: 3.98
